CustomerKey,GeographyKey,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,AddressLine2,Customer_Phone,DateFirstPurchase,CommuteDistance 
20271,299,Barry,Fernandez,8/18/1981,S,M,barry16@adventure-works.com,30000,0,0,High School,Skilled Manual,0,2,4844 Spring Water St,,801-555-0110,7/17/2013,0-1 Miles
21424,316,Emily,Alexander,2/28/1973,M,F,emily44@adventure-works.com,60000,2,0,High School,Professional,0,2,9170 Plymouth Dr.,,383-555-0160,10/9/2013,1-2 Miles
11042,338,Megan,Sanchez,12/11/1982,M,F,megan28@adventure-works.com,70000,0,0,Partial College,Skilled Manual,1,2,1397 Paraiso Ct.,,404-555-0199,1/21/2013,0-1 Miles
20287,307,Destiny,Simmons,5/20/1982,S,F,destiny63@adventure-works.com,40000,0,0,Partial College,Skilled Manual,1,1,8540 Donegal Road,,343-555-0120,9/11/2013,5-10 Miles
18830,298,Kristine,Ortega,3/8/1967,M,F,kristine22@adventure-works.com,110000,1,3,Bachelors,Management,1,3,7581 Alaska Dr.,,403-555-0196,11/17/2013,5-10 Miles
17011,372,Sara,Hill,4/17/1979,M,F,sara39@adventure-works.com,60000,2,2,Graduate Degree,Professional,1,0,8805 Wiget Lane,,398-555-0151,5/8/2013,2-5 Miles
19016,310,Sierra,Wright,4/25/1957,M,F,sierra17@adventure-works.com,60000,2,1,Partial College,Professional,1,2,1005 Fremont Street,,485-555-0178,12/14/2013,2-5 Miles
20481,345,Jordan,Edwards,3/3/1973,M,M,jordan55@adventure-works.com,40000,3,2,High School,Skilled Manual,1,2,6898 Roxie Lane,,301-555-0135,7/27/2013,2-5 Miles
24003,15,Warren,Kumar,6/19/1983,S,M,warren16@adventure-works.com,10000,0,0,High School,Manual,1,2,7306 Keller Ridge,,1 (11) 500 555-0113,8/29/2012,0-1 Miles
25106,22,Micah,Gao,5/22/1986,M,M,micah2@adventure-works.com,90000,1,0,Graduate Degree,Management,1,0,7165 Foothill Way,,1 (11) 500 555-0146,9/16/2012,0-1 Miles
18091,53,Chase,Bell,5/9/1960,S,M,chase14@adventure-works.com,40000,2,1,High School,Professional,1,2,5175 Elm Rd.,,261-555-0116,12/5/2013,10+ Miles
28631,54,Isaiah,Phillips,3/19/1978,S,M,isaiah29@adventure-works.com,50000,0,0,Graduate Degree,Skilled Manual,0,0,3010 Ward Court,,455-555-0180,2/10/2013,0-1 Miles
16140,59,Seth,Harris,4/1/1971,M,M,seth14@adventure-works.com,60000,1,0,Partial College,Skilled Manual,1,1,1487 Santa Fe,,778-555-0114,3/25/2013,0-1 Miles
27734,59,Aaron,McDonald,8/6/1982,S,M,aaron53@adventure-works.com,30000,0,0,Partial High School,Clerical,0,2,3101 South Villa Way,,897-555-0166,6/5/2013,5-10 Miles
28602,50,Isabella,Morgan,10/8/1961,S,F,isabella87@adventure-works.com,20000,3,0,Partial High School,Clerical,0,2,658 Liscome Way,,118-555-0127,10/17/2013,1-2 Miles
17654,70,Caroline,Alexander,5/2/1981,S,F,caroline20@adventure-works.com,40000,3,3,Partial College,Clerical,1,1,934 St. Paul Way,,916-555-0160,11/16/2013,1-2 Miles
20680,60,Ashley,Anderson,7/15/1977,S,F,ashley10@adventure-works.com,60000,0,0,Graduate Degree,Professional,1,0,1867 Buchanan Rd.,,883-555-0115,6/21/2012,2-5 Miles
27725,54,Samuel,Sharma,2/9/1986,M,M,samuel27@adventure-works.com,30000,0,0,High School,Skilled Manual,0,2,1475 Doyle,,488-555-0164,10/24/2013,0-1 Miles
19169,632,Arianna,Bryant,5/1/1969,S,F,arianna16@adventure-works.com,60000,3,2,Graduate Degree,Professional,0,0,4255 Willow Pass Dr,,725-555-0131,1/25/2013,0-1 Miles
18867,545,Thomas,Perry,3/15/1958,M,M,thomas9@adventure-works.com,40000,3,0,Partial College,Professional,0,2,5064 Greendell Rd,,522-555-0149,12/3/2013,1-2 Miles
19168,536,Nathan,Kumar,4/17/1969,S,M,nathan25@adventure-works.com,70000,0,0,Bachelors,Professional,0,1,143 Louisiana Dr,,601-555-0110,2/3/2013,2-5 Miles
18809,536,Jason,King,10/6/1961,M,M,jason47@adventure-works.com,80000,2,1,Partial College,Professional,1,1,1078 Aloe Vera Road,,797-555-0190,4/1/2013,0-1 Miles
17361,609,Blake,Harris,3/9/1979,M,M,blake13@adventure-works.com,60000,0,0,Partial College,Skilled Manual,1,1,8000 Crane Court,,919-555-0129,6/6/2013,5-10 Miles
18690,611,Carlos,Rivera,10/6/1934,M,M,carlos19@adventure-works.com,40000,2,0,Bachelors,Professional,1,1,4625 Westcliffe Place,,736-555-0137,10/17/2013,0-1 Miles
29284,607,Riley,Hughes,6/3/1955,S,F,riley9@adventure-works.com,30000,4,0,High School,Professional,0,2,240 Crown Court,,842-555-0173,12/11/2013,1-2 Miles
14660,547,Gabrielle,Howard,3/2/1969,M,F,gabrielle11@adventure-works.com,60000,1,0,Bachelors,Professional,1,1,2572 H Street,,597-555-0121,7/19/2011,0-1 Miles
19405,542,Abigail,Smith,8/17/1971,M,F,abigail47@adventure-works.com,60000,1,0,Partial College,Skilled Manual,1,1,5238 Jemco Court,,692-555-0110,2/9/2013,0-1 Miles
21599,548,Sara,Lopez,12/8/1980,M,F,sara48@adventure-works.com,60000,1,0,Graduate Degree,Professional,1,0,7846 Alexander Pl.,,293-555-0155,11/5/2013,2-5 Miles
20125,623,Natalie,Clark,3/19/1977,M,F,natalie86@adventure-works.com,60000,1,0,Graduate Degree,Skilled Manual,1,0,1228 Francine Court,,442-555-0154,5/29/2013,1-2 Miles
23460,607,Javier,Ramos,6/10/1971,S,M,javier12@adventure-works.com,90000,4,4,Partial College,Professional,1,3,3455 Southbrook Dr.,,533-555-0161,10/23/2013,2-5 Miles
14732,631,Trinity,Cook,5/20/1970,M,F,trinity18@adventure-works.com,30000,1,0,Bachelors,Skilled Manual,1,1,7918 Snyder Lane,Unit D7,443-555-0164,8/4/2011,2-5 Miles
29322,545,Gavin,Alexander,11/21/1981,S,M,gavin17@adventure-works.com,30000,0,0,High School,Skilled Manual,1,2,396 Deer Ridge Way,,146-555-0174,12/19/2013,5-10 Miles
20385,631,Jason,Patterson,4/16/1945,M,M,jason8@adventure-works.com,70000,5,0,Graduate Degree,Management,1,2,4716 Cougar Way,,111-555-0199,5/15/2013,10+ Miles
20073,632,Melissa,Cooper,1/2/1977,M,F,melissa30@adventure-works.com,60000,0,0,Graduate Degree,Skilled Manual,1,0,5025 North Star Dr,,137-555-0114,5/8/2013,1-2 Miles
18834,614,Ana,Foster,4/18/1961,M,F,ana15@adventure-works.com,60000,2,0,High School,Professional,0,2,7680 Glaze Ct,,117-555-0159,12/28/2013,1-2 Miles
19202,627,Brianna,Lee,1/8/1972,M,F,brianna21@adventure-works.com,60000,0,0,Graduate Degree,Skilled Manual,1,0,2296 Mota Dr.,,147-555-0117,1/15/2013,1-2 Miles
18676,626,Jesse,Young,9/3/1964,M,M,jesse41@adventure-works.com,60000,4,0,Graduate Degree,Skilled Manual,1,0,5744 Medina Dr.,,251-555-0175,5/5/2013,1-2 Miles
19834,612,Johnny,Sharma,2/2/1948,M,M,johnny10@adventure-works.com,50000,4,0,Bachelors,Management,1,2,9811 Toledo,,395-555-0165,6/15/2013,10+ Miles
25075,358,Samantha,Thompson,11/23/1968,M,F,samantha17@adventure-works.com,70000,4,2,Bachelors,Professional,1,2,459 William Reed Drive,,910-555-0125,5/3/2013,2-5 Miles
20387,301,Jordan,Adams,5/12/1946,M,M,jordan70@adventure-works.com,60000,3,0,Graduate Degree,Management,0,2,2159 Barbie Dr.,,756-555-0151,7/6/2013,1-2 Miles
18891,298,Megan,James,3/10/1983,M,F,megan45@adventure-works.com,40000,0,0,Partial College,Skilled Manual,1,2,4912 La Vuelta,,677-555-0130,12/31/2013,5-10 Miles
16976,299,Sandra,Xu,9/7/1971,S,F,sandra19@adventure-works.com,60000,3,3,Bachelors,Skilled Manual,0,0,8039 Westcliffe Pl.,,851-555-0174,3/31/2013,0-1 Miles
21233,358,Christopher,Smith,9/12/1981,M,M,christopher24@adventure-works.com,30000,0,0,High School,Skilled Manual,0,2,6030 Dubne Court,,140-555-0128,4/4/2013,0-1 Miles
19226,299,Neil,Carlson,10/14/1980,M,M,neil17@adventure-works.com,40000,2,0,Partial College,Clerical,1,1,4496 Stroer Lane,,296-555-0176,1/23/2014,0-1 Miles
20768,298,Marshall,Nara,8/24/1963,S,M,marshall37@adventure-works.com,40000,2,0,Partial College,Clerical,1,1,7011 Oak Dr.,,471-555-0129,9/19/2013,1-2 Miles
18992,338,David,Perry,4/17/1952,M,M,david40@adventure-works.com,60000,4,0,Bachelors,Management,1,2,3316 Ringing Dr,,663-555-0184,6/13/2013,2-5 Miles
21246,301,Samuel,Nelson,2/19/1984,S,M,samuel39@adventure-works.com,40000,0,0,High School,Skilled Manual,0,2,8964 Woodchuck Pl.,,688-555-0117,9/17/2013,0-1 Miles
20022,310,Arthur,Perry,12/20/1970,M,F,arthur1@adventure-works.com,50000,4,4,Bachelors,Skilled Manual,1,1,8042 Placer Dr.,,623-555-0117,10/7/2013,2-5 Miles
19868,345,Kyle,Jenkins,6/23/1954,S,M,kyle2@adventure-works.com,60000,2,1,Bachelors,Management,1,0,4798 Macaroon Drive,,458-555-0162,10/27/2013,10+ Miles
20118,372,Jacqueline,Henderson,2/10/1978,M,F,jacqueline5@adventure-works.com,50000,0,0,Graduate Degree,Skilled Manual,1,0,1512 Birch Bark Dr,,171-555-0124,6/21/2013,1-2 Miles
19688,352,Timothy,Baker,8/11/1961,M,M,timothy33@adventure-works.com,70000,4,3,Partial College,Professional,0,0,444 Northstar Drive,,506-555-0126,7/9/2013,0-1 Miles
21240,374,Aaron,Jenkins,3/1/1985,S,M,aaron6@adventure-works.com,30000,0,0,Partial High School,Clerical,0,2,4634 Hilltop Rd,,553-555-0149,3/20/2013,5-10 Miles
19234,300,Micah,Zheng,5/13/1983,S,M,micah7@adventure-works.com,40000,4,4,High School,Skilled Manual,0,2,8526 El Mundo Dr.,,131-555-0198,12/11/2013,0-1 Miles
21234,312,Brianna,Rivera,7/11/1981,S,F,brianna34@adventure-works.com,30000,0,0,High School,Skilled Manual,1,2,1061 Buskrik Avenue,,149-555-0123,2/18/2013,5-10 Miles
28595,335,Xavier,James,8/8/1960,S,M,xavier65@adventure-works.com,20000,3,0,Partial High School,Clerical,0,2,3881 Nottingham Pl.,,117-555-0129,4/9/2013,0-1 Miles
19660,368,Devin,Hill,8/3/1968,M,M,devin27@adventure-works.com,80000,4,3,Bachelors,Management,1,0,5560 Hanover St.,,565-555-0115,5/29/2013,0-1 Miles
14750,347,Mary,Green,5/5/1962,M,F,mary28@adventure-works.com,40000,1,0,Partial College,Clerical,1,1,2747 Cranbrook Way,,145-555-0147,9/15/2011,1-2 Miles
14746,374,Courtney,Nelson,10/2/1960,M,F,courtney7@adventure-works.com,40000,1,0,Partial College,Clerical,1,1,8182 Stephanie Way,,160-555-0110,9/6/2011,1-2 Miles
20116,307,Hannah,Bryant,7/23/1964,M,F,hannah39@adventure-works.com,60000,4,0,Graduate Degree,Skilled Manual,1,0,8454 Monti Circle,,475-555-0143,3/4/2013,1-2 Miles
14896,335,Alexia,Flores,11/7/1960,M,F,alexia10@adventure-works.com,40000,1,0,Partial College,Clerical,1,1,4683 Joseph Ave,,632-555-0172,11/16/2011,0-1 Miles
18995,298,Melissa,Gray,10/29/1952,S,F,melissa28@adventure-works.com,70000,2,1,Partial College,Professional,1,1,4956 Norcross Lane,,734-555-0132,10/24/2013,10+ Miles
19840,329,Jessica,James,3/10/1949,M,F,jessica20@adventure-works.com,60000,4,0,Graduate Degree,Management,1,2,9770 Fraga Court,#91,983-555-0126,12/28/2013,10+ Miles
20702,348,Oscar,Ross,3/7/1969,S,M,oscar12@adventure-works.com,70000,4,2,Bachelors,Skilled Manual,0,2,7104 Roland Ct.,,176-555-0134,7/20/2013,0-1 Miles
21192,11,Regina,Sai,2/24/1968,M,F,regina5@adventure-works.com,60000,1,0,Bachelors,Professional,1,1,8274 Shady Lane,,1 (11) 500 555-0125,1/18/2012,5-10 Miles
15043,35,Joel,Gonzalez,11/7/1982,S,M,joel17@adventure-works.com,20000,0,0,Partial College,Manual,1,0,9392 16th St.,,1 (11) 500 555-0116,10/12/2012,0-1 Miles
26437,26,Tiffany,Zhu,12/17/1978,S,F,tiffany14@adventure-works.com,110000,0,5,Partial College,Management,1,3,7604 Icicle Way,,1 (11) 500 555-0140,5/26/2012,10+ Miles
25829,12,Toni,Patel,3/12/1981,M,F,toni2@adventure-works.com,110000,0,5,High School,Management,1,4,6488 Dublin Blvd.,,1 (11) 500 555-0170,9/12/2011,10+ Miles
29337,22,Hector,Gomez,8/18/1943,S,M,hector21@adventure-works.com,30000,2,0,Partial College,Clerical,1,2,3788 Linden Lane,,1 (11) 500 555-0116,5/15/2013,5-10 Miles
21331,54,Timothy,James,9/7/1959,S,M,timothy9@adventure-works.com,60000,2,0,Partial High School,Skilled Manual,1,2,4797 Sea Point Way,,811-555-0154,8/3/2012,5-10 Miles
27428,62,Paige,Foster,9/8/1955,S,F,paige15@adventure-works.com,40000,2,1,Partial High School,Skilled Manual,1,2,4854 Parkside Dr,,292-555-0170,6/29/2013,10+ Miles
28332,62,Ryan,Washington,12/4/1981,M,M,ryan16@adventure-works.com,40000,0,0,High School,Skilled Manual,1,2,4816 Condor Dr,,658-555-0142,6/7/2013,5-10 Miles
17691,62,Alexandria,Bradley,10/22/1978,S,F,alexandria1@adventure-works.com,50000,0,0,Graduate Degree,Skilled Manual,1,0,8920 Sand Point Road,,595-555-0125,11/9/2013,1-2 Miles
16764,55,Thomas,Davis,11/20/1978,M,M,thomas65@adventure-works.com,50000,0,0,Graduate Degree,Skilled Manual,1,0,7811 Woodsworth Lane,,321-555-0139,5/21/2013,1-2 Miles
19858,548,Jenna,Collins,4/21/1952,M,F,jenna2@adventure-works.com,60000,4,0,Bachelors,Management,1,2,8600 Camelot Court,,229-555-0196,12/3/2013,10+ Miles
14728,633,Elizabeth,Henderson,11/15/1982,S,F,elizabeth34@adventure-works.com,60000,0,0,Graduate Degree,Skilled Manual,1,0,3141 Park Tree Ct.,,216-555-0122,7/24/2011,1-2 Miles
20025,616,Bryce,Bell,9/19/1975,S,M,bryce13@adventure-works.com,40000,0,0,Bachelors,Professional,0,1,475 Grant St.,,203-555-0116,11/10/2013,2-5 Miles
20383,637,Richard,Hernandez,3/2/1945,S,M,richard20@adventure-works.com,60000,3,0,Graduate Degree,Management,1,2,4980 Olivera Rd,,169-555-0138,10/26/2013,10+ Miles
22188,609,Sarah,Barnes,6/4/1984,M,F,sarah28@adventure-works.com,60000,0,0,Partial College,Skilled Manual,1,2,1011 Green St.,,271-555-0194,12/20/2013,5-10 Miles
18414,536,Gabrielle,Griffin,4/3/1941,M,F,gabrielle43@adventure-works.com,40000,3,0,Partial College,Professional,0,2,4575 Sandiago Drive,,292-555-0186,10/7/2013,1-2 Miles
18984,618,Shelby,Rivera,2/8/1962,S,F,shelby17@adventure-works.com,70000,4,0,Bachelors,Management,1,2,2530 Seeno St,,844-555-0115,3/23/2013,10+ Miles
23038,634,Sydney,Reed,5/26/1961,S,F,sydney4@adventure-works.com,60000,2,0,High School,Professional,0,2,2003 Pinecrest Dr.,,117-555-0193,5/13/2013,1-2 Miles
19005,637,Lauren,Peterson,9/24/1954,S,F,lauren15@adventure-works.com,60000,2,1,Partial College,Professional,1,2,9535 Pear Dr.,,804-555-0144,2/22/2013,10+ Miles
13224,623,Amanda,Brooks,8/11/1951,M,F,amanda19@adventure-works.com,70000,4,1,Bachelors,Management,1,1,3593 Buckthorn Court,# 1,287-555-0113,1/22/2012,10+ Miles
19131,609,Mason,Blue,10/22/1978,S,M,mason13@adventure-works.com,40000,0,0,Bachelors,Professional,0,1,2225 Ashford Court,,282-555-0154,12/12/2013,2-5 Miles
17040,616,Adam,Henderson,8/23/1969,M,M,adam3@adventure-works.com,60000,1,0,Bachelors,Professional,1,1,9152 L St.,,200-555-0144,5/26/2013,0-1 Miles
23668,536,Jessica,Hughes,1/3/1953,M,F,jessica36@adventure-works.com,40000,4,0,High School,Professional,1,2,4430 Ana Cortez,,502-555-0117,10/14/2013,5-10 Miles
19695,546,Angel,Gonzalez,12/14/1973,M,M,angel31@adventure-works.com,100000,1,2,Partial College,Professional,1,3,4930 Virginia Hills Drive,,532-555-0122,2/7/2013,1-2 Miles
23158,627,Ana,Patterson,2/7/1977,M,F,ana10@adventure-works.com,60000,1,0,Graduate Degree,Professional,0,0,2728 River Ash Court,,184-555-0120,6/24/2013,0-1 Miles
25344,626,Thomas,Baker,7/24/1960,M,M,thomas52@adventure-works.com,30000,1,0,High School,Clerical,1,1,5185 Relis Valley Road,,289-555-0149,10/18/2013,2-5 Miles
21604,315,Melanie,Howard,11/14/1972,S,F,melanie37@adventure-works.com,40000,0,0,Bachelors,Professional,0,1,7136 Almond Drive,,771-555-0195,11/14/2013,2-5 Miles
20363,314,Alexander,Brown,9/2/1941,S,M,alexander6@adventure-works.com,90000,4,0,Bachelors,Management,1,2,8160 Clayburn Rd.,,760-555-0113,11/11/2013,5-10 Miles
13855,310,Sarah,Washington,8/2/1984,S,F,sarah38@adventure-works.com,50000,1,0,Graduate Degree,Skilled Manual,1,0,2887 Pinecrest Court,,368-555-0136,7/22/2012,0-1 Miles
19115,300,Bailey,Sanchez,4/4/1975,M,F,bailey24@adventure-works.com,50000,1,1,Bachelors,Skilled Manual,1,1,446 Wilke Drive,,190-555-0161,11/6/2013,0-1 Miles
18656,300,Charles,Clark,10/22/1961,S,M,charles23@adventure-works.com,30000,2,0,High School,Skilled Manual,1,2,4855 James Court,,930-555-0113,9/4/2013,1-2 Miles
26536,325,Katherine,Thomas,10/1/1978,S,F,katherine81@adventure-works.com,100000,0,0,Bachelors,Management,1,2,5840 Delta Fair Blvd.,,112-555-0159,5/10/2012,1-2 Miles
20187,372,Robert,King,3/8/1967,M,M,robert61@adventure-works.com,60000,1,0,Partial College,Skilled Manual,1,1,5102 Sycamore Drive,,371-555-0134,6/16/2013,2-5 Miles
14386,325,Marissa,Wood,1/17/1952,S,F,marissa0@adventure-works.com,60000,5,0,Bachelors,Management,1,3,4430 Alexander Pl,,538-555-0190,10/10/2012,10+ Miles
16924,311,Julia,Price,5/4/1984,S,F,julia66@adventure-works.com,60000,0,0,Partial College,Skilled Manual,0,2,5888 Salem St.,,649-555-0115,4/21/2013,1-2 Miles
14879,299,Andrea,Richardson,5/25/1972,S,F,andrea10@adventure-works.com,60000,0,0,Graduate Degree,Skilled Manual,1,0,1221 Foxhill Dr,,854-555-0190,10/19/2011,1-2 Miles
22216,372,Marcus,Howard,3/11/1977,S,M,marcus87@adventure-works.com,150000,0,0,Bachelors,Management,1,2,6886 Berry Dr.,,603-555-0128,6/11/2013,0-1 Miles
15886,335,Matthew,Brown,10/16/1951,S,M,matthew10@adventure-works.com,60000,5,0,Bachelors,Management,1,3,7126 Edie Ct.,,963-555-0113,11/24/2012,10+ Miles
29342,23,Cassie,Anand,2/17/1946,M,F,cassie20@adventure-works.com,30000,2,0,Partial College,Clerical,0,2,2474 Banbury Ct,,1 (11) 500 555-0123,8/11/2013,0-1 Miles
25022,18,Patricia,Perez,9/9/1962,M,F,patricia22@adventure-works.com,20000,2,1,Partial High School,Clerical,1,2,6948 Midway Ct,,1 (11) 500 555-0125,8/14/2012,1-2 Miles
29314,24,Meredith,Malhotra,11/2/1972,M,F,meredith3@adventure-works.com,60000,1,0,Partial College,Skilled Manual,1,1,7539 Shepberry Court,,1 (11) 500 555-0179,11/20/2013,5-10 Miles
16025,6,Jorge,Sun,9/4/1950,M,M,jorge15@adventure-works.com,10000,2,1,Partial High School,Clerical,1,2,2631 Dalis Dr.,,1 (11) 500 555-0132,12/3/2012,1-2 Miles
25113,12,Randy,Gao,10/15/1973,M,M,randy17@adventure-works.com,60000,2,2,Bachelors,Professional,1,1,4550 Morello Ave.,,1 (11) 500 555-0130,10/19/2012,2-5 Miles
26566,39,Crystal,Chen,3/19/1965,S,F,crystal4@adventure-works.com,40000,3,0,Partial High School,Clerical,0,2,2402 Cinnabar St.,,1 (11) 500 555-0148,6/8/2012,5-10 Miles
22409,25,Candace,Madan,2/11/1985,S,F,candace7@adventure-works.com,20000,0,0,Bachelors,Clerical,1,0,1488 Guadalupe,,1 (11) 500 555-0115,5/21/2012,0-1 Miles
22939,9,Rebekah,Arthur,12/10/1966,S,F,rebekah7@adventure-works.com,60000,1,0,Partial College,Skilled Manual,1,1,4426 Tanager Road,,1 (11) 500 555-0117,6/6/2012,5-10 Miles
26158,36,Lisa,Wu,2/12/1963,M,F,lisa10@adventure-works.com,70000,1,0,Partial College,Skilled Manual,1,1,8426 Easley Dr.,,1 (11) 500 555-0127,5/2/2013,5-10 Miles
27867,6,Alberto,Blanco,11/2/1981,M,M,alberto15@adventure-works.com,10000,0,0,High School,Manual,1,2,9597 Sweeney Road,,1 (11) 500 555-0126,8/7/2013,0-1 Miles
23661,13,Abigail,Washington,6/25/1977,S,F,abigail38@adventure-works.com,90000,0,0,Bachelors,Professional,0,3,5051 Teakwood Dr,,1 (11) 500 555-0162,9/22/2012,10+ Miles
27698,26,Isabella,Bell,7/14/1966,M,F,isabella88@adventure-works.com,60000,1,0,Bachelors,Professional,1,1,7280 Greendell Pl,,1 (11) 500 555-0157,12/8/2013,5-10 Miles
16526,39,Arthur,Perez,4/23/1984,S,M,arthur22@adventure-works.com,20000,0,0,Bachelors,Clerical,1,0,5972 Donegal Court,,1 (11) 500 555-0111,1/16/2011,0-1 Miles
17255,6,Carly,Nath,8/30/1981,M,F,carly16@adventure-works.com,100000,0,5,Partial High School,Professional,1,4,5884 Madhatter Circle,,1 (11) 500 555-0145,3/19/2011,10+ Miles
23687,648,Melissa,Flores,4/17/1950,S,F,melissa7@adventure-works.com,30000,5,0,Partial High School,Clerical,0,2,2596 Sand Pointe Lane,,254-555-0154,7/4/2013,1-2 Miles
23556,611,Kristi,Munoz,8/20/1981,S,F,kristi3@adventure-works.com,40000,0,0,High School,Skilled Manual,1,2,615 Maria Vega Court,,902-555-0129,1/28/2013,5-10 Miles
22764,648,Chase,Brooks,12/2/1953,M,M,chase2@adventure-works.com,60000,2,1,Partial College,Professional,1,2,9699 William Reed Dr.,,402-555-0117,9/3/2013,10+ Miles
23466,631,Alyssa,Miller,11/12/1969,S,F,alyssa5@adventure-works.com,90000,0,0,Partial College,Professional,1,1,7333 Landana St.,,982-555-0157,1/31/2013,5-10 Miles
23406,609,Frederick,Sanchez,8/30/1963,M,M,frederick17@adventure-works.com,70000,5,4,Graduate Degree,Professional,1,1,1739 Glenhaven Ave,,830-555-0158,2/16/2013,2-5 Miles
23140,612,Tyler,Lee,2/14/1973,M,M,tyler22@adventure-works.com,60000,2,0,High School,Professional,1,2,1544 Honey Court,,569-555-0131,2/16/2013,5-10 Miles
23710,611,Anna,Sanchez,2/17/1953,M,F,anna3@adventure-works.com,40000,2,1,High School,Professional,1,2,3977 Central Avenue,,955-555-0114,8/16/2013,10+ Miles
22736,642,Katherine,Morgan,1/8/1950,M,F,katherine8@adventure-works.com,40000,4,0,High School,Professional,0,2,7341 46th St.,,472-555-0123,3/12/2013,1-2 Miles
23402,641,Melissa,Cox,11/23/1964,M,F,melissa32@adventure-works.com,60000,4,3,Bachelors,Professional,1,1,2634 Dalis Drive,,459-555-0187,2/25/2013,2-5 Miles
23786,609,Carrie,Serrano,9/12/1959,M,F,carrie15@adventure-works.com,20000,3,0,Partial High School,Manual,1,2,6316 Damascus Loop,,416-555-0138,7/10/2013,1-2 Miles
23561,642,Jose,Williams,11/18/1983,S,M,jose58@adventure-works.com,40000,0,0,High School,Skilled Manual,1,2,8107 Virginia Hills Dr.,,151-555-0149,7/3/2013,5-10 Miles
22277,632,Arianna,Torres,7/21/1976,S,F,arianna25@adventure-works.com,40000,0,0,Bachelors,Professional,0,1,4046 Maywood Lane,,714-555-0177,1/25/2014,2-5 Miles
22883,545,Xavier,Morgan,11/10/1972,S,M,xavier80@adventure-works.com,50000,0,0,Partial College,Skilled Manual,0,1,3425 Sun Hill Lane,,385-555-0148,3/21/2013,0-1 Miles
23054,627,David,Moore,3/13/1966,M,M,david66@adventure-works.com,90000,4,3,High School,Professional,1,4,8569 Glenellen Court,,810-555-0130,7/14/2013,5-10 Miles
23043,642,Katherine,Moore,2/1/1961,M,F,katherine78@adventure-works.com,70000,4,3,High School,Professional,1,1,1354 Helene Court,,130-555-0199,12/20/2013,1-2 Miles
22766,632,Cassidy,Hayes,5/5/1955,M,F,cassidy24@adventure-works.com,60000,2,1,Partial College,Professional,1,2,3584 Hawes Street,,675-555-0112,5/20/2013,10+ Miles
23675,609,Emmanuel,Prasad,11/15/1945,S,M,emmanuel9@adventure-works.com,60000,3,0,Bachelors,Management,1,2,4666 Lancelot Drive,,643-555-0140,9/19/2013,10+ Miles
23299,609,Kristy,Jimenez,5/17/1979,M,F,kristy6@adventure-works.com,90000,4,4,Partial College,Skilled Manual,1,3,1143 Julpum Loop,,168-555-0112,2/26/2013,1-2 Miles
23691,609,Karen,Hu,12/9/1950,S,F,karen29@adventure-works.com,20000,5,0,Partial High School,Clerical,1,3,6360 Sand Pointe Lane,,415-555-0114,6/12/2013,10+ Miles
23891,545,Jack,Jenkins,9/30/1976,M,M,jack7@adventure-works.com,50000,3,3,Bachelors,Skilled Manual,1,2,5695 Laurel Drive,,154-555-0141,6/6/2013,2-5 Miles
14283,542,Seth,Simmons,10/4/1985,S,M,seth63@adventure-works.com,60000,0,0,Partial College,Professional,0,2,4442 Carlos Dr.,,274-555-0175,6/21/2012,1-2 Miles
23817,543,Kaitlyn,Murphy,2/12/1965,M,F,kaitlyn53@adventure-works.com,40000,2,0,Partial College,Clerical,0,1,8213 Dianda Dr,,248-555-0168,6/22/2013,0-1 Miles
22546,543,Nicholas,Jones,10/21/1982,M,M,nicholas5@adventure-works.com,40000,4,4,High School,Skilled Manual,1,3,1064 Slavio,,173-555-0158,8/21/2013,10+ Miles
23131,634,Caitlin,Peterson,8/2/1962,M,F,caitlin4@adventure-works.com,70000,2,0,Partial High School,Skilled Manual,1,2,4220 Magnolia Ave,,195-555-0150,10/1/2013,5-10 Miles
23700,543,Katelyn,Young,5/8/1956,M,F,katelyn41@adventure-works.com,30000,2,1,Partial High School,Skilled Manual,0,3,493 Loveridge Circle,,547-555-0192,12/22/2013,1-2 Miles
22081,552,Olivia,Clark,4/3/1972,M,F,olivia18@adventure-works.com,100000,3,2,Partial College,Professional,1,4,6874 Magnolia Ave.,,499-555-0114,4/5/2013,1-2 Miles
22244,614,Shelby,Howard,11/15/1974,M,F,shelby12@adventure-works.com,50000,1,1,Bachelors,Skilled Manual,1,1,6495 Army Dr,,608-555-0170,4/5/2013,0-1 Miles
23512,631,Zachary,Henderson,11/16/1957,M,M,zachary3@adventure-works.com,40000,3,0,Partial College,Professional,1,2,551 Almond Ave,#30,818-555-0118,5/2/2013,5-10 Miles
23717,634,Aidan,Griffin,9/14/1953,M,M,aidan22@adventure-works.com,60000,2,1,Partial College,Professional,1,1,3720 Maine Ave.,,820-555-0132,5/26/2013,10+ Miles
23672,633,Abigail,Flores,10/19/1944,M,F,abigail37@adventure-works.com,60000,3,0,Graduate Degree,Management,1,2,8429 East Narrows Drive,,241-555-0174,6/8/2013,1-2 Miles
22376,542,Marcus,Martin,9/15/1977,S,M,marcus15@adventure-works.com,50000,1,0,Graduate Degree,Skilled Manual,1,0,5690 Morgan Territory Rd,,338-555-0113,6/14/2013,1-2 Miles
